loan_title,user_id,org_id,loan_package_id,package_name,brower_credit_score,amount,currency,status,amount_payable,principal_due,balance,penalty_due,charge_per_installment,no_of_installment,next_payment_date,payback_date,interest
XFINDJTSMPHUVAGQZRYO,616,1990,153,ZTIDGFUMVEXCAQJNWPYS,3050,34000,WXBHKUVFSQIAPETLOZCN,1,3792,50000,828,5000,477,LHCKGFXWNAPRUESZQIVD,28-October-2021,28-October-2021,1518
ZJVLNXOHAWUPMCBIDREF,572,678,144,KVIDOHFPGJXUYWSQMTAN,1274,34000,MIPNRZUQGHDAXKYCWOVS,1,3818,50000,830,5000,94,HRDJYOGMANFQTLZSEKVW,28-October-2021,28-October-2021,1915
DXECUTWJGLOFKPQYVHZI,496,1392,139,RZSKHETDJFPIGWYLBCNU,3314,34000,TGFIYMKJSCDZBNRWAOPH,0,2301,50000,671,5000,701,GUXVEBQCZJSLMITYNKAH,28-October-2021,28-October-2021,1841
AIUYLXWRPKMCGSEDOBJZ,271,1960,109,YIONLPHGCEQDBAWFJSUM,2366,34000,BAEHJQXVKZFWLPCSODUR,4,4417,50000,956,5000,806,RNJIFZQBDYOMGUSTWLAH,28-October-2021,28-October-2021,1842
BFPAVUROEQCNGTDSLYJM,332,823,139,XIWYPTBVZKNERGAOMCDJ,3054,34000,HXSKQGOTEYZRPLFMNWJI,4,2755,50000,274,5000,745,YXQHMBGNJTPARSCEIFVL,28-October-2021,28-October-2021,1081
VFWPMKNAYEXRZUIOHLDB,705,641,178,QUCYBEZARMGTLDJXSIHW,3049,34000,HEJIKWONDBSMXZQCLFRT,0,2519,50000,131,5000,466,TSOXJUIRVLHAPNYQBDMF,28-October-2021,28-October-2021,1383
UDWGOHJNBIZPQLRYTXSV,272,1249,142,UIKOTLGVCSQMPZRBXJWE,1050,34000,PDXAIJBZQEHWUNOMTVLR,3,4305,50000,586,5000,633,DUBROLIFKSXTCEPHNWAJ,28-October-2021,28-October-2021,1894
BNUHRQIEVPAXTLDMYZOK,421,1781,183,NSLPEXARTMZUIBKHWGFY,3205,34000,BATSHYIKZWGOMUJNQDRX,4,4959,50000,62,5000,733,LYWUAONJCVQRKZTHSDBI,28-October-2021,28-October-2021,1895
SLHRAGEDJNBWYMPITXUC,595,1725,141,YRWOSZXBFAPVQHNITULD,3140,34000,RDGFVLIWAOEYQTCSUNHM,1,3377,50000,119,5000,69,FIPSNVTKMXLOYCBJEDHQ,28-October-2021,28-October-2021,1531
ZQTSHGUDBKVEAPOJMCWR,50,1224,129,GTQFEJXNBIWAMSPZKLHD,2155,34000,JHLVWYCZMGDEFUINPXQO,2,4011,50000,455,5000,692,VJRGAXNLTMWPZKFSIQUO,28-October-2021,28-October-2021,1215
LOAWIBYPUNRDQEZVFGXC,222,943,179,PJYDIEMRGKCBFOTAVZWS,1655,34000,SLEZRJVBFHPQOMNDTUWC,4,3047,50000,989,5000,905,YMFPEGNQACXJRIHSTBDK,28-October-2021,28-October-2021,1155
MUNJIBQTLGXCSKHRDFEP,835,1904,162,URJSBHENZCLAFPWOMTYX,1340,34000,EAITCPMVRYOBUGWJZFSH,2,2057,50000,418,5000,24,ENFXUWODZBKTJMYGCIHV,28-October-2021,28-October-2021,1494
PJHKRTCODGFNSVEUYIBM,384,847,186,MTCXGYNRZFIEBQLHAUPS,3074,34000,EVWFZLDJBOAUMGKPRSQX,2,4900,50000,744,5000,172,CAUIRMNXFDWOPKEVGJQS,28-October-2021,28-October-2021,1941
SKTURYWDJFHCMLVAIXZQ,879,1892,126,AJNSHCXZLUETDMRGVBIW,2167,34000,FQBNMIVYASJELDCKUZOR,0,4599,50000,905,5000,571,JPDEWZXULGMRQKBTNVYH,28-October-2021,28-October-2021,1398
FGOCWRPZJYIALNXQKTUM,218,1205,170,LKROZGDPVNSEHAWUJBXM,2785,34000,ATOSZKWQUYNFGJRPMLEH,2,2950,50000,634,5000,964,JZXDLITPAYWMVBOGSRFU,28-October-2021,28-October-2021,1909
GCFBIONPLTWEQJDMAXRU,270,841,104,MYSLADQPZWFBGUVTERCI,1112,34000,TXLFREYPCAUNZWKSGIVD,3,4541,50000,639,5000,396,OQFTPSRAYCXWHLJZVBNI,28-October-2021,28-October-2021,1514
SBLHEICTZRWDXNGUVJQP,43,950,197,ELFTRBHKXOCVZQUJNDYM,3642,34000,WKINEFOHBVTPQXZYLAMD,2,2707,50000,64,5000,38,FIZQABRTVEDHMGUWXJSO,28-October-2021,28-October-2021,1130
WUQPMOYZNHVXSJCBIRLE,307,1702,140,VORBCIZUKAJTNMYXDSWG,1216,34000,JKENCFTMLOYBXDPQVIUW,3,4094,50000,226,5000,589,ALENPWQIVBXGOMRCHYDZ,28-October-2021,28-October-2021,1894
FYRPVIKTMXESOQDWCBUG,50,1169,129,JFQBHRVIAZYCPXWEGDSU,3481,34000,FEMXNQRZOJBVGHAIYPTS,1,2382,50000,19,5000,50,TSNUFVBYMGWIORCXPDZJ,28-October-2021,28-October-2021,1277
MDFWNAUXQTGHCBLKEYPJ,996,1093,138,ZCBAVHJLOYQSWXKEGRFI,1953,34000,DGEXAPSMUVLBRZWOCJKH,3,4276,50000,801,5000,331,RIPOXVFJKABLUNHZMTSQ,28-October-2021,28-October-2021,1647
AEYODMWQSFBILCJTXZKH,436,1648,199,SEICGJKPMZHNYWUDVLRA,1513,34000,ESPMDIWQRBZNVJKOTXUF,4,4149,50000,670,5000,748,BONIZSHWKLGAXEVDJTYU,28-October-2021,28-October-2021,1847
ADUNOYMZSVWXJKPFERHB,177,954,185,CDRUNPKAFILYTXVWMEBO,3257,34000,KCMAERLFNBSYPJITDWHO,4,2104,50000,232,5000,17,VEPTSOCWZXDMNQUAIHBJ,28-October-2021,28-October-2021,1360
LATSMGIWVQNBDRFHUEOK,567,1887,173,OGTWEAXPFNZRVKIYUHMJ,3596,34000,ATWZDURYHSECVNFMOBGX,2,2863,50000,606,5000,505,NZYMLGOHWAEXSDPFKIRQ,28-October-2021,28-October-2021,1098
DGPVQXCLWORHJKUNTZFB,539,1578,130,IESCYLKANUTPRZMWJHXO,1978,34000,YTMGWHKPOQZDUVCSIEAJ,2,4001,50000,531,5000,203,QAEPINGOHDCKWXZSMUBF,28-October-2021,28-October-2021,1453
DCRHPKIQLAEBUYJWTFSO,215,650,168,UEHKGXFTIAOLQJZSPMCB,1297,34000,JBLHRSUOMIENAZQVTWKF,0,4066,50000,645,5000,345,YVZIDXJCBPOAHFUWGKRE,28-October-2021,28-October-2021,1976
NBARSZXJGDFQUHTLEKOV,724,1590,123,ZKGNJOQVBYSAHEXMWDIP,2949,34000,FVCUPTSDMAHIQYELKORJ,0,4748,50000,207,5000,500,OPNSZGCYXBJAWRDUVFLM,28-October-2021,28-October-2021,1336
UDXVRKGCFPBLEJOSTAHW,545,1153,122,HZEPCNVBIQDUKYXRJOWM,2000,34000,MDIANGTRVUOWHJKFBCQS,4,3962,50000,543,5000,44,GKVNSATMPJBDWUCIQEYX,28-October-2021,28-October-2021,1148
IJPOWHVEFQNBTYXSKDRA,443,983,144,UGJFPBTQHXWRCVAKNMED,2548,34000,SIKARNOVTCUZJPQGFXEY,2,3811,50000,776,5000,502,TCVLSKMZDEAGXIUBQHRF,28-October-2021,28-October-2021,1146
DIFWMQZGNPJLBARCXEVY,283,1548,164,UTKBVQWDXZECJFOPYNHR,3780,34000,EFRXMDCBZPSJHVAQGYKL,1,4882,50000,977,5000,428,WVQZHUYSBIKRDMAJNOGC,28-October-2021,28-October-2021,1941
KLGDQWIZSOVYRHFCBANE,989,1984,131,XOUMDVNGQRZPJHIEKSBW,2358,34000,MLFWRHKVJSEZDIQCOPTY,2,3067,50000,579,5000,246,BEQFCNSJIYVHPMOWDXGA,28-October-2021,28-October-2021,1773
SWJBNMQAGOTIEZYXVCFL,785,1494,111,GSBAMCKRIHOLUWNYPDJF,1468,34000,NFMSKJIBUWXDCHTAYRGV,2,2501,50000,807,5000,155,RWVDUFGBEJAXLZOMITHN,28-October-2021,28-October-2021,1056
BIUKLEFMORYPVTHJXDNG,799,1989,103,TVHMREOYXGJNWFIPUBAZ,3872,34000,EZFTHLBGYQWVUMAIXNOC,0,3935,50000,482,5000,812,ZIDXJQBCYOKNSLHTPVMA,28-October-2021,28-October-2021,1553
NGSJIQYCVABZUTORHWPF,280,1917,107,SVFJHNKMCTWIZPLQEGOB,3271,34000,OSRJHATIPUWFQZENBXGC,3,2988,50000,42,5000,381,SBHRKVDCFPGAWIYOQMUE,28-October-2021,28-October-2021,1009
UPDNRQGYZOLHWABMXSCK,286,1215,193,UJYOHLGTMZRVWKEBXANC,2615,34000,NYVRDKIPSLETCUBAHMGF,0,3927,50000,787,5000,95,DPRXSYHGLNWKEQFMCVTJ,28-October-2021,28-October-2021,1782
VOQYITNUERLZABMDHFSP,123,1191,116,LKCGBRIXWMJPYNVFEAUH,3769,34000,TPCYAQEMXNHJUOIGKFRL,2,3530,50000,156,5000,524,HDPUXJEKQLOBTZAGNIWS,28-October-2021,28-October-2021,1970
NOMJAIXTFWEKYGHCUZSP,435,635,196,NZTCPKWFHGXRBSQMLYAU,1202,34000,UXBKDFLOVEPARGJCWZHT,0,2094,50000,646,5000,98,JFLVQSDBPZOMKXGEHTRI,28-October-2021,28-October-2021,1041
TCLHNGKXJZQRDIFWUMSE,366,1497,143,UFQHDCYZXPSGAWNRMKBJ,1413,34000,SFNKAWBMDHJQGEYOVCRX,0,2161,50000,609,5000,807,UQPFNYADEJOSLGCWBVZI,28-October-2021,28-October-2021,1738
ZKYMWIDBJVHTAUFSNOEL,661,1786,126,FIGCWQUPZLSBRDVAONMH,3331,34000,IYHNLQJMBKDEROSVFXPW,4,3590,50000,820,5000,667,SRQGUCNOZTDKVAJBYXPL,28-October-2021,28-October-2021,1501
NOBZTVUHYDRMGIXKCEWA,150,734,116,NOXFWMZETQYDCAPSLJIH,2148,34000,WBKOJSRVUALCDFTZXGEY,4,2757,50000,218,5000,838,UWXGBQLAFVRHTPEIJKMS,28-October-2021,28-October-2021,1621
KRGNSJQDPHCWBFVUYMAZ,637,1426,129,SWBTVKQIMYREZCLUDXPF,2641,34000,RDBQINFSCXPTKOHAYJVE,3,4204,50000,63,5000,292,HXQVPASLWYNDBOFURTCJ,28-October-2021,28-October-2021,1231
RIBLFUQEPVDZHNSAMCJW,324,1990,177,YTBVGONQUACZEJPWIMDS,3486,34000,VFDUHONWMBSEKAIQRTPY,4,3762,50000,136,5000,926,IYLGHPQWTFODNVBMSUXA,28-October-2021,28-October-2021,1589
QMZAYBPIWKFUVHCSETOL,943,535,160,NPIRMTGZUXLBYWOJSFEK,3792,34000,WMPXIQSFJNGHZKROBLUE,1,4849,50000,260,5000,57,EKWFLVUGYHOPRDIJACZB,28-October-2021,28-October-2021,1050
BPADZRLWOMNSGVXTIFYJ,669,922,178,GFZUSDLTMKRQBVWCJOEI,3880,34000,CBNFIDLPHSQVERYOTGXW,0,4991,50000,413,5000,974,CGEHNSIUYBDRQOTVPXZM,28-October-2021,28-October-2021,1035
HLZBPRGKEWJATXUYNQVF,713,1558,184,TLAZKWYJRNDUPFBESVHG,3349,34000,PYSEQFUNWMDRXKOGACVJ,4,4813,50000,980,5000,18,MIXVRHAUGKBTYELSWONF,28-October-2021,28-October-2021,1808
GOEYLMKTVNBPJUQWFAZS,35,1756,180,LMNVPQTFKAYIDRWGJHOC,2719,34000,BKXIEZAFNVRSYGDTQJCW,1,2993,50000,459,5000,506,CLADSBHRYGTVZONKIUWE,28-October-2021,28-October-2021,1894
UCNWRASEIQFKBDGPTJMX,281,791,186,KTSZGXLQWYOBJVIDRAEP,1347,34000,ECGYRDSVKPUAFWNHTLBZ,4,4809,50000,723,5000,40,CPOJRFMXQYWIAVEHDBLN,28-October-2021,28-October-2021,1649
JELPITVUMKSRWOFZYGNQ,650,521,156,YMERAQWJNUBGTLPHOCFK,2291,34000,BSQMLXYVHNEIPCTADJOR,3,2730,50000,201,5000,183,UJBWHXNQCLIZKFSPMEDT,28-October-2021,28-October-2021,1956
UFORCNWVJIBKGETDQASY,8,1239,197,OUQRSDJYFPNAMKBVLWZT,2949,34000,OVJPKQDBSXGUNHTMYELZ,3,4923,50000,423,5000,669,KMNQHJZXDGIOLYAUPTWV,28-October-2021,28-October-2021,1727
DNYMVIPKHXOSRECTGFUB,78,610,145,ZEFYSUQGBTDHIJCVRNKA,2548,34000,CEIUMODJYAGSTXPFKRVW,0,4332,50000,676,5000,937,GLFRANUBTVDJZOPMWSXY,28-October-2021,28-October-2021,1023
QMUCVPYSLXNEDFWKRIGT,991,1640,195,DHASXCFYBGTWUJEOMLRP,1317,34000,VCZWYAIKBRXPOFGLSENM,4,2952,50000,598,5000,213,EWMKSYRTQGLAXBPDUFCJ,28-October-2021,28-October-2021,1166
ULNHIATCYEODJKQMXRBF,689,1661,171,YVLJNWXCFKOBGUTERPIS,3994,34000,DFOIXMGSYJNEAWVQPBKL,4,2921,50000,826,5000,440,IOJBGLZRCHTWFXMDSAYQ,28-October-2021,28-October-2021,1445
JPFKBZMVRUTHGDQSCIEN,550,1879,165,VWSPTFHBRZQNGKOUCLJI,3799,34000,VMFWNZCRTIAHJOLQKBGU,0,3773,50000,388,5000,643,VJWNUBHPOMZKTIQALRSY,28-October-2021,28-October-2021,1022
QNDMPTAKRZGUJBLOEVYX,612,805,129,YTCQFOWLGANXMJSDBIHU,2888,34000,EIPDAUTLSQFMWCYKHRGN,3,3577,50000,199,5000,978,YOVXTNLUWBSIMAKDEPJC,28-October-2021,28-October-2021,1416
PQCFHAKLUORMSEZJNWIG,264,1494,155,RNTLZXEYHKVPOJUFIWGC,1818,34000,VQIBWOJGCPTRXNUDSZHL,2,2485,50000,329,5000,168,SGPQFVCXTJIKMOWDYARB,28-October-2021,28-October-2021,1150
VYUKMCANEOXQBJGFWRIZ,211,1824,192,OFCDQMIEGAYZBNWHLURJ,2156,34000,RPCEIAHGOKUXJVQBSZMD,2,2895,50000,61,5000,869,ZBKJWEITHORYPXQNFVMS,28-October-2021,28-October-2021,1046
MPYFLJGSUAVTCHIBKEWO,925,1804,183,WRFPELSQVCIKANHGJUDM,1248,34000,VHUDCGANZMJEWIPSFTKB,1,4065,50000,202,5000,68,DURXVBMAISPFWEJLQGZT,28-October-2021,28-October-2021,1960
QUGAJLZIMCVOKXDEPSHY,957,1934,152,CDHWYMTIRSBNAZKXVGQL,2834,34000,JCDKSGEQWLZUMVARTXBH,4,4224,50000,866,5000,376,JKISWRQAHPBYOZLMETFU,28-October-2021,28-October-2021,1430
YSDFTGPIKBELMQZXUVHO,237,825,155,ESTRGBZMUPVCLOKJXHFI,1214,34000,PUVFEIDTJMZWAXRCSYOL,0,3999,50000,819,5000,268,UAGFSTYBCVJPZWQLIMDX,28-October-2021,28-October-2021,1715
YWFLPSRBEQAVGJOMXZHC,841,1414,154,WCINHBMOREUXKPADYLJF,1137,34000,LMFCVKDXTEIHQZUSPWJB,3,2103,50000,320,5000,865,LXZASRFBGKUPVQDNJWIE,28-October-2021,28-October-2021,1306
EGMBRAPZJWYCNQKVSOUT,369,1844,165,JFREKPNDZWQAXMILBCOV,3175,34000,MQCKZPLATNSXEHVYWJFR,4,2623,50000,643,5000,67,EOPIDARWTUQXNZCHYMJK,28-October-2021,28-October-2021,1318
UBCAQLEZMDNXIGHFYJRK,270,549,116,FJSMXNIVRUGKWYEABDCQ,2289,34000,FUXNKVPMDGJIWTZYLEOC,3,3445,50000,708,5000,22,OHBJSIKDWXPELAGCFZUM,28-October-2021,28-October-2021,1803
GCMYHPATQOFNKVBSRLWE,410,871,133,UZITLKGJQXEWBPRMSYAD,1006,34000,VUOQYDRNCWXTHMAKEJLI,2,4673,50000,107,5000,607,JFQIMGOLBDUVXCPSYEWZ,28-October-2021,28-October-2021,1030
WSFDZCEUXRONMHJGVQBY,450,980,164,RZGFKEXAVUTSMLOWYBDC,3009,34000,XIFPTSHKCJQVGMBAONER,0,4048,50000,421,5000,66,ZIDEQMFKCVRHJTWSYLPN,28-October-2021,28-October-2021,1983
BEYTNPSGVMRKZACDXOIQ,117,994,169,IMBYRCQZHKWAPGENVFXS,1417,34000,JTUCAGPHKNWMZOFIBVLY,4,2143,50000,315,5000,674,MQNFHLGSYRDOUXWJVCAT,28-October-2021,28-October-2021,1096
ASZHCURBTIGPNOKLQMDJ,961,1298,127,QXAMZSHDKFOPJERLWNTG,2877,34000,YBPSVZKDFJXLTNRAGUQH,4,4659,50000,911,5000,755,QIWDYTVOZPCFBHARUMKN,28-October-2021,28-October-2021,1923
BSCUWROYQGDJMAVINPZF,625,530,128,APOSZEYLTWHFKVXDMRCB,3663,34000,LQGKBDMCZOPSIHJNYTVW,3,4435,50000,170,5000,323,GILWFPBQAMYXOHUSTJZD,28-October-2021,28-October-2021,1101
GDWJXMHVBZTKQRPUSCIL,709,1264,180,DUHFCMLNIJSGVYXREQPB,2649,34000,NRWZGDKPOJILSBVCHXQM,2,3058,50000,917,5000,391,ZAVESRFCPHUDMTONYBWK,28-October-2021,28-October-2021,1937
YDJHCLIQSNKPEROVFUBT,454,1962,120,VCQNKHXZRIAJFTMLOGBP,3501,34000,QLNEZDCRTKYOAJPXUWSM,2,2385,50000,663,5000,745,JDWRXCGYMZLPETKQAUBS,28-October-2021,28-October-2021,1993
EFMLUCJSKTPIVDWXAYOQ,805,1218,130,TRQKOHFVELJWXBMYAUIZ,3250,34000,VZNXTRLGFJICAMPOUWEQ,0,4891,50000,836,5000,352,GAYLEDXVMCTRZHWFSPJQ,28-October-2021,28-October-2021,1021
YCOFQADGZSJIPHXWLEVB,110,1314,161,JVEPIMCZDQTWRHGYNFOA,2275,34000,FHIXSZVQCDBLNGOKWYRU,2,2459,50000,994,5000,604,XFRUZJBETKHLCMODQWSG,28-October-2021,28-October-2021,1460
JMHWVGYOBTKCQXPNSIEF,82,827,117,NSLYWRPJVHDXEUAKCMQG,1745,34000,NOZIJMCYSEBDLHKAUQRX,2,3404,50000,391,5000,405,FGDRAMBLIJYKUQHOCPVZ,28-October-2021,28-October-2021,1800
MWBYTFPSEXIQOKZDVGCH,27,1258,103,LZCXJWKABHTOYMVQSIEU,1004,34000,PKDROMCXZYLETSIHBJFA,4,2903,50000,969,5000,295,GNERXWQBYDLFTAKOSPVM,28-October-2021,28-October-2021,1180
LVSBYZGDANRHKIEMTPXQ,858,1316,200,OYWCPHRFGDEUSMXVINBZ,3885,34000,KJAQYIWNPDHEBLZORXTU,3,2863,50000,869,5000,327,EAXKGZCDRPLBWYIUHOST,28-October-2021,28-October-2021,1706
TBCXOLUEZWHVFNIRMSGA,703,1489,138,HEARTPKXOQZMDNWILJYB,2534,34000,UJTIOCVHXQZRLEFMDPBW,2,3095,50000,632,5000,721,XIMAFNSBDRWJUGOYHCTL,28-October-2021,28-October-2021,1916
YPKHJAOFVUWGRXIBLTDS,90,1301,154,KHLAPMFIQWSUBOVCYNJE,2334,34000,JPGXLAIEWMSYBUVONFCT,2,4512,50000,104,5000,87,NZYFTQSOUPGHLJXACMKB,28-October-2021,28-October-2021,1480
MYFLAHRUNCKDZEPWOQVG,266,1302,154,RWJLVFIXYKEOZHTMACDN,3858,34000,MPOGTJFWURZVNACYKHDX,4,2961,50000,246,5000,102,YBAVRZUMHPQEKLOCWSDG,28-October-2021,28-October-2021,1897
IWOZNRLESPGBVDUQTAXY,939,1601,115,CWPHDNIJYZSOUXTGLABE,3197,34000,WGZHNOKJSBEQUPRDAFXM,0,4351,50000,666,5000,509,XCZDJRSWKYOBMGTNFUIE,28-October-2021,28-October-2021,1466
GPUTYOEARDWBVQZICFJX,469,1528,110,LTIHFYNJGKOMRQCDVUWA,1302,34000,EUXDYBZGPWQFKHMCJNRA,4,2766,50000,584,5000,287,CGZKFHTRAJOSXQUEDMIB,28-October-2021,28-October-2021,1198
MYSWONTGKZUJXARIPDHF,105,1897,191,BGRWCJQVANLUXEFZHYPD,2565,34000,XTOQILWVHDGZEJFUYMRK,3,4359,50000,686,5000,846,GEZRIHTMWYOBAQPUJFVK,28-October-2021,28-October-2021,1868
DLHZBITERAXWMFQOVCUY,855,1807,143,WSZEFXCPBMQJYLUGKONI,2032,34000,WHTZGLIERSJKNYACVPXQ,2,2835,50000,751,5000,29,SWMXOJPCFADRZLTHVGYE,28-October-2021,28-October-2021,1372
QASFMTKZBNPIXGJLEWUH,619,936,180,CTPZMURHGLIKWONSDAYJ,1115,34000,INLBPZQYUOWASJEKFGMR,0,4061,50000,590,5000,20,COTFMKRSIXUVBEGHZAWN,28-October-2021,28-October-2021,1363
XUECTGQJLMNSAIOFDPVH,346,1721,175,WRJGACTLEPXYDBZHUNIV,1044,34000,UJKASLMBCYOFQRWGZDEI,2,2766,50000,146,5000,727,RJEXHDGSTFOPMCNUBQZI,28-October-2021,28-October-2021,1365
IKGMZDVPHUYTREWBFNOL,413,1415,144,NKFJWESZHDUXPIRLYOAQ,1165,34000,RFBIYJEXTVMUDPQZHLNA,4,2459,50000,936,5000,697,KHBAUIOJNRMGXVZFLSDT,28-October-2021,28-October-2021,1774
RMBJGXQLVPKONHAEUISZ,161,1790,149,LQMKIYCRPWBXAGUTDFSZ,1097,34000,IJSLKQHPWCDUAVNRTMFY,2,2195,50000,217,5000,21,RYUZAITWJKVPLFCNDBOS,28-October-2021,28-October-2021,1038
XCHPIAVLYKJSFEQONMBD,155,1903,124,ONKFWLUEJYSMCTHIAXQR,2783,34000,FSJYLHPREGWAUBTOXDMZ,3,4901,50000,367,5000,714,WOJCPRBZVXEFSKDATNQM,28-October-2021,28-October-2021,1327
ORBNMQIGXFWDKCZHJVLA,745,1282,197,GFPLWAXUCTMRVEZDOKYI,2900,34000,XCYVEHJBKMUIPZTLSWRA,1,2918,50000,417,5000,94,OZVFUXWRGABILNEYPTHQ,28-October-2021,28-October-2021,1547
DEVIPYWSKLXNJTABOGMR,927,676,131,EBFCXQGDHATKZNMUYLWO,2593,34000,EYNSPCITALQOGJHFUZBM,0,3101,50000,675,5000,105,ESORVHKMAFQCGTUXDLPW,28-October-2021,28-October-2021,1754
YXGSIEBDKFPJQWCHZAMO,295,1998,176,ELXFWKOCYADPMTNSQGJV,2478,34000,JIONGKMFWULRDXEHTBVP,0,3194,50000,362,5000,704,DAJUHVSPRBGCFIZQOWYK,28-October-2021,28-October-2021,1062
DOQAPSHYXWMLRKVFUIGB,673,902,100,APZIXBQKLSNCUOWRMVDE,3963,34000,MPGOZFWKDUNVSYXHQCLB,3,3556,50000,27,5000,897,JWIQRTBHUEDGMZCPLFYO,28-October-2021,28-October-2021,1117
VYZSTBOPUXALENHMGCKD,940,1166,143,PITCYUHKNOJDGRXMFVBL,1217,34000,EZNRSBTGAHJMKYCLDXQO,3,4361,50000,798,5000,242,QUHWKFLAOJDNZYSGXTCE,28-October-2021,28-October-2021,1939
CROUVNZWKTLXAHIFJEMQ,800,1555,150,FPNBOSWQEAYJKUVGHLIC,2832,34000,ADPSYCUOXTLGHFVWBNKM,1,4708,50000,601,5000,620,TWKNPBQROJHCGESMIUYZ,28-October-2021,28-October-2021,1202
CDXEKOPALNVGSJMBTRIY,256,682,181,PHBSREZOKNQIDXFJVLWY,1711,34000,QCVIWFHNKGEUBXJPODSM,4,4732,50000,457,5000,949,GCLQPOVXZFBESMWRJHKT,28-October-2021,28-October-2021,1206
GCQWRVTPYEXIDBFZOSMA,794,614,148,EZPMGDTALVUJQHBSKFOR,2587,34000,IHWOARSPFCLUNTZKGEVJ,3,2639,50000,326,5000,128,QPSMYWOKFUANIZGVEDHX,28-October-2021,28-October-2021,1292
EIWCTGOYULSQPMKZHNRB,599,707,157,JHFMLVIUOASWRZYDECNQ,1597,34000,DPRGZVQENMWLJYABCTXK,3,4478,50000,890,5000,147,XBURLFSWEGQDPCVZNHYT,28-October-2021,28-October-2021,1404
PGANJVQCSUHMKEDOWLZY,662,1302,199,WDAZVUOQLTGPSENMXYCJ,2352,34000,HERGXCTOUQDBKSJLMWVF,2,2313,50000,377,5000,235,HLRPVDTQCAJFZGUESKBO,28-October-2021,28-October-2021,1399
GMIYXQHWFEZSJOCUNDPA,304,1941,192,YHMOCEXGSFLDBQWPVUNZ,1915,34000,LIURDYENOCXTKQMHJZFV,4,4744,50000,929,5000,8,ZKIQMOSHFYXWCDLTUENA,28-October-2021,28-October-2021,1687
MCTLONIUAFKHPGEWQJVY,698,1559,172,FZUTIKYNOVLEMWXJPACD,3885,34000,WQOMUJFBXTRZKNVEPDYH,4,3056,50000,473,5000,746,VHPBJINZKUQGXLRAWMSF,28-October-2021,28-October-2021,1783
HUIRMCSVEXLBTWGNJKQA,241,537,113,KJVWDEBTFUOLPARHYMCQ,1196,34000,KMTHSVWJXZIDYRPCLAQO,0,2143,50000,546,5000,827,PKLUVMNSCYEAQGHZDOXI,28-October-2021,28-October-2021,1526
ZEHWQBYNFRIDVUMTGOSP,567,1911,147,PMQGHBZWKXYEOCNVDRTI,1773,34000,XKLVFJPTBOUSIDQAGRWN,0,2094,50000,423,5000,510,WSFARTPBMVEHIXYZUDLG,28-October-2021,28-October-2021,1917
HIUNDJWAYXZGOTMPKVSB,970,602,174,JNRGAUZTWOBPMVKEDLFH,2715,34000,ILQSZTCUXJNFHRDWAPYM,2,4856,50000,950,5000,441,OQRFHNZDPYKIMAXLCSGV,28-October-2021,28-October-2021,1147
QEYXMWGJILUNRPOHZCAB,1,850,138,FBDQYWLJSHEIMVGZPUOK,1165,34000,XHRSQOZWCTENAKDBMFJG,3,2572,50000,543,5000,205,MGKAUXTICHZEWPBOJYNQ,28-October-2021,28-October-2021,1786
TNLESOCGKBQMJRIAFWPZ,250,578,119,QDHNMPAIKJGVLBOSEZRX,2452,34000,ADILOQYZWVHEPCTGJSNR,0,2244,50000,109,5000,463,ZASNVPRMGEHWCLXKDTYO,28-October-2021,28-October-2021,1056
WKPVQZYBTFMAHOLSGNIX,775,1465,128,KIGLWMTHEODUCZXASPJF,2159,34000,OBHKREJGIFADQWLCUYMZ,0,3652,50000,610,5000,848,TYVBNIKURQLEWHOJFPCG,28-October-2021,28-October-2021,1020
RHIQYJLGDPWOCNUVBKMF,860,856,151,HFOATKIUQZDYXWBRJEPL,3929,34000,UEJNLRZKVYAXODBGPSCI,4,3150,50000,345,5000,596,QKTNVFSGYIUJDPEBHWXL,28-October-2021,28-October-2021,1943
ONAGDQYFMCWXIUEHPRJT,714,1460,104,LACQKNDHRSOJYXUVEBWF,1583,34000,TZWKBNHUARLXVQSOYFPD,1,4469,50000,713,5000,239,HYURCTIVXNAGSMZLODFB,28-October-2021,28-October-2021,1370
HUVJXRSYABZTLFMOGNWD,183,1130,157,XYKBNVWJGZRQFOUEAPHS,3065,34000,GPKTYUQNROXSCMZDEAIV,1,4541,50000,876,5000,616,FONMTLHKZDPRBQYAWUSC,28-October-2021,28-October-2021,1301
VONGZQDFTXWKMCBSJIAH,660,1713,187,NYUKZQFJRAHTOCPEBSMD,2315,34000,PCSKNJGUIHTWFORDZMXA,4,3861,50000,508,5000,680,KUFQHJBSOVYZRENIDAWG,28-October-2021,28-October-2021,1819
HFNKYLEIUAGRXZSBTOVP,681,1331,112,XUFPTQICLDNWHVSBGJYM,3192,34000,MGUWBVJSNZIETCRFQYPA,1,4386,50000,763,5000,573,SDCFJEBHINUAYWXOVZPQ,28-October-2021,28-October-2021,1910
HWQAIYSTXRCNJGKOEDLB,935,1082,186,PXRUAYMIOGQFVHNJZDSC,3143,34000,LJFBZSMAQNIPDXVKTGRU,0,3443,50000,658,5000,699,HJRDQVWCZXUKPONYSAFG,28-October-2021,28-October-2021,1451
